user_ID,route_ID,Your Stars
112247567,105748238,2
112247567,107956467,-1
112247567,105759699,2
112247567,105748586,2
112247567,106664780,1
112247567,106991252,2
112247567,105753505,4
112247567,105762684,2
112247567,105758080,2
112247567,105749785,3
112247567,105749782,2
112247567,105749956,3
112247567,105764232,2
112247567,105764079,3
112247567,105829983,2
112247567,105762975,3
112247567,112535700,-1
112247567,105748262,-1
112247567,105752698,-1
112247567,105748286,2
112247567,105755143,2
112247567,105752059,-1
112247567,106859120,2
112247567,106860320,3
112247567,106860276,3
112247567,106859268,3
112247567,106901204,3
112247567,105752299,1
112247567,105764181,1
112247567,105752227,1
112247567,105753604,3
112247567,105752269,2
112247567,105752272,3
112247567,105752275,2
112247567,105752278,1
112247567,119318372,2
112247567,117586795,3
112247567,114542070,3
112247567,117353663,3
112247567,105748235,2
112247567,105763815,3
112247567,105763815,3
112247567,105748253,3
112247567,105867446,3
112247567,105752602,1
112247567,105749461,3
112247567,105749461,3
112247567,113259093,1
112247567,113259193,2
112247567,118632969,1
112247567,105758407,1
112247567,119267832,2
112247567,105749785,3
112247567,106147677,2
112247567,106147886,1
112247567,106107243,1
112247567,105749284,3
112247567,105749284,3
112247567,105750361,3
112247567,105749686,3
112247567,105829506,2
112247567,114542070,3
112247567,117353663,3
112247567,107706099,3
112247567,111916452,3
112247567,107175525,2
112247567,107152243,2
112247567,107834948,2
112247567,106921282,3
112247567,106921282,3
112247567,105749956,3
112247567,106147677,2
112247567,106110630,3
112247567,106113458,2
112247567,109949565,2
112247567,111677596,2
112247567,111677574,2
112247567,109949573,3
112247567,109949536,1
112247567,109949529,1
112247567,109949406,2
112247567,109949393,2
112247567,105758125,1
112247567,109786996,2
112247567,106524966,-1
112247567,119095616,3
112247567,106565001,2
112247567,106565008,2
112247567,106564989,2
112247567,106564985,2
112247567,105758128,1
112247567,106571875,2
112247567,105764160,3
112247567,105822639,2
112247567,105827433,2
112247567,105757192,-1
112247567,106210217,-1
112247567,106505012,2
112247567,106511980,-1
112247567,106518769,-1
112247567,106531211,-1
112247567,119272713,3
112247567,114335819,2
112247567,113568854,1
112247567,113568821,2
112247567,113567839,2
112247567,113567761,1
112247567,108151365,4
112247567,108152210,3
112247567,108182590,-1
112247567,108152226,2
112247567,108161029,-1
112247567,105748502,-1
112247567,107820121,2
112247567,106859277,2
112247567,106860320,3
112247567,109792919,2
112247567,111677596,2
112247567,109843058,-1
112247567,109787006,2
112247567,111212662,-1
112247567,116974878,2
112247567,112003416,-1
112247567,112003436,-1
112247567,106565026,1
112247567,106565013,2
112247567,106564960,1
112247567,106564948,2
112247567,106505012,2
112247567,112017117,2
112247567,106210200,2
112247567,106243288,2
112247567,113699177,2
112247567,106210224,3
112247567,111097367,2
112247567,112017117,2
112247567,106509465,2
112247567,106509465,2
112247567,106506935,2
112247567,106505012,2
112247567,105756361,-1
112247567,105762651,-1
112247567,105762651,-1
112247567,105748651,-1
112247567,105748681,-1
112247567,116974878,2
112247567,106210059,2
112247567,106210086,4
112247567,106210086,4
112247567,106210208,2
112247567,106210224,3
112247567,107156573,2
112247567,106273826,1
112247567,110250961,0
112247567,110250991,2
112247567,110611356,2
112247567,110251137,2
112247567,117510567,-1
112247567,110250997,2
112247567,110230055,2
112247567,110250991,2
112247567,113384289,-1
112247567,113383600,-1
112247567,113383678,-1
112247567,113383635,-1
112247567,113383724,-1
112247567,113384362,-1
112247567,113384340,-1
112247567,113384388,-1
112247567,113384377,-1
112247567,113386879,-1
112247567,113386821,-1
112247567,113386798,-1
112247567,113386792,-1
112247567,113386780,-1
112247567,105752512,-1
112247567,105748861,-1
112247567,111688326,-1
112247567,105752509,-1
112247567,105749185,-1
112247567,105760695,3
112247567,106701638,-1
112247567,105762375,3
112247567,109164554,-1
112247567,109164582,-1
112247567,109164586,-1
112247567,108194669,-1
112247567,109028752,-1
112247567,114807519,3
112247567,114547132,4
112247567,106823620,-1
112247567,106438916,3
112247567,109376366,-1
112247567,108606894,-1
112247567,105748858,-1
112247567,111212662,-1
112247567,111688326,-1
112247567,105751141,-1
112247567,105748861,-1
112247567,110250818,-1
112247567,110250953,-1
112247567,110250975,-1
112247567,105748361,-1
112247567,105750472,-1
112247567,113384377,-1
112247567,113384388,-1
112247567,113384340,-1
112247567,113384351,-1
112247567,113384362,-1
112247567,113383678,-1
112247567,113383600,-1
112247567,113384289,-1
112247567,113383492,-1
112247567,113462108,-1
112247567,106701638,-1
112247567,109070301,-1
112247567,109851160,-1
112247567,105748861,-1
112247567,105749188,-1
112247567,105749530,-1
112247567,108356129,-1
112247567,110230055,2
112247567,107003842,-1
112247567,110671320,-1
112247567,106491176,-1
112247567,106491163,-1
112247567,106491078,-1
112247567,105748292,3
112247567,105748271,3
112247567,105752698,-1
112247567,105748262,-1
112247567,112535700,-1
112247567,105750358,-1
112247567,105762381,-1
112247567,105749551,-1
112247567,106274771,-1
112247567,105763197,2
112247567,105764160,3
112247567,105762975,3
112247567,105762957,3
112247567,106508079,-1
112247567,106733714,-1
112247567,106508102,-1
112247567,106512416,-1
112247567,106507982,-1
112247567,106507893,-1
112247567,106507953,-1
112247567,105751567,-1
112247567,105748681,-1
112247567,105748361,-1
112247567,105752605,-1
112247567,105751516,-1
112247567,105751519,-1
112247567,105750385,-1
112247567,105759783,-1
112247567,105749464,-1
112247567,105752605,-1
112247567,105748403,-1
112247567,105748403,-1
112247567,105750760,-1
112247567,105758632,-1
112247567,105755143,2
112247567,105750139,-1
112247567,105749446,3
112247567,115391614,4
112247567,109070301,-1
112247567,112535700,-1
112247567,105748292,3
112247567,105748286,2
112247567,105748286,2
112247567,107256918,1
112247567,105748280,-1
112247567,105748894,2
112247567,106328592,-1
112247567,106328587,-1
112247567,106328578,-1
112247567,105748894,2
112247567,105752698,-1
112247567,115391614,4
112247567,109783194,2
112247567,105748208,2
112247567,105748594,-1
112247567,107976782,-1
112247567,105749395,-1
112247567,109070301,-1
112247567,105763797,-1
112247567,105763794,-1
112247567,105752509,-1
112247567,105748861,-1
112247567,105758086,-1
112247567,105748421,-1
112247567,105748421,-1
112247567,116120902,-1
112247567,109083773,-1
112247567,112837103,-1
112247567,105812058,-1
112247567,106420648,-1
112247567,105748397,-1
112247567,105750487,-1
112247567,111279705,-1
112247567,111279705,-1
112247567,111279705,-1
112247567,110251149,-1
112247567,110251145,-1
112247567,106243288,2
112247567,106210200,2
112247567,106505012,2
112247567,105754720,-1
112247567,113384362,-1
112247567,113384351,-1
112247567,113384340,-1
112247567,113384388,-1
112247567,113384377,-1
112247567,113383781,-1
112247567,113383754,-1
112247567,113383635,-1
112247567,113383600,-1
112247567,106508079,-1
112247567,106508102,-1
112247567,106284745,-1
112247567,110671320,-1
112247567,106257778,-1
112247567,107256918,1
112247567,105748894,2
112247567,105752023,-1
112247567,105748217,2
112247567,105749395,-1
112247567,105749395,-1
112247567,105748208,2
112247567,105748217,2
112247567,105759705,-1
112247567,105759702,-1
112247567,105758059,3
112247567,105749461,3
112247567,105867446,3
112247567,105757051,-1
112247567,105752005,-1
112247567,105752005,-1
112247567,105753520,-1
112247567,105748397,-1
112247567,105748397,-1
112247567,105750487,-1
112247567,105749551,-1
112247567,106274771,-1
112247567,107153991,-1
112247567,109468692,-1
112247567,107056072,-1
112247567,106524927,3
112247567,114807519,3
112247567,114547132,4
112247567,105985777,-1
112247567,105762975,3
112247567,105762957,3
112247567,105761169,-1
112247567,105752596,-1
112247567,105867446,3
112247567,105752602,1
112247567,105749461,3
112247567,105749182,-1
112247567,105752599,-1
112247567,105760863,-1
112247567,105751609,-1
112247567,106701638,-1
112247567,109070301,-1
112247567,105752023,-1
112247567,105757480,-1
112247567,105757480,-1
112247567,105757159,-1
112247567,105757156,-1
112247567,105757153,-1
112247567,105757153,-1
112247567,105759117,-1
112247567,105888037,-1
112247567,106362564,2
112247567,105752626,1
112247567,105761925,-1
112247567,105759021,-1
112247567,111580381,-1
112247567,111676526,-1
112247567,105809702,-1
112247567,105753616,-1
112247567,105753766,-1
112247567,105762273,-1
112247567,105753769,-1
112247567,105756829,-1
112247567,105756826,-1
112247567,109949565,2
112247567,109949573,3
112247567,110199781,-1
112247567,109787006,2
112247567,113539087,-1
112247567,113532141,-1
112247567,110199781,-1
112247567,105748262,-1
112247567,112535700,-1
112247567,109783194,2
112247567,106506935,2
112247567,106509465,2
112247567,106511980,-1
112247567,106518769,-1
112247567,106531211,-1
112247567,106328569,-1
112247567,105748292,3
112247567,105748280,-1
112247567,105748271,3
112247567,105748271,3
112247567,105748894,2
112247567,108443097,-1
112247567,108443085,-1
112247567,108443085,-1
112247567,110199818,-1
112247567,109787006,2
112247567,109792919,2
112247567,106662408,-1
112247567,105749812,2
112247567,105754594,2
112247567,105759696,2
112247567,105761448,-1
112247567,105748226,-1
112247567,105748238,2
112247567,105748247,-1
112247567,105761445,2
112247567,105748589,-1
112247567,105759696,2
112247567,105761448,-1
112247567,108766145,2
112247567,109250936,1
112247567,108766049,2
112247567,105962588,-1
112247567,114528691,-1
112247567,105962584,-1
112247567,114528637,-1
112247567,108191624,-1
112247567,110476228,-1
112247567,112248697,-1
112247567,112248723,-1
112247567,109564882,-1
112247567,109564880,-1
112247567,108831255,-1
112247567,108425148,-1
112247567,108524408,-1
112247567,110746373,-1
112247567,108828085,-1
112247567,110746341,-1
112247567,108828049,-1
112247567,108425100,-1
112247567,109053299,-1
112247567,108425035,-1
112247567,106789884,-1
112247567,106580249,-1
112247567,107640216,-1
112247567,107255588,-1
112247567,106580234,-1
112247567,106580234,-1
112247567,106727830,-1
112247567,106432960,-1
112247567,107596000,-1
112247567,107116591,-1
112247567,107537571,-1
112247567,106085035,-1
112247567,106130307,-1
112247567,111085156,-1
112247567,110334956,-1
112247567,110334937,-1
112247567,105876683,-1
112247567,105917818,-1
112247567,105925169,-1
112247567,106491699,-1
112247567,105925163,-1
112247567,106029128,-1
112247567,110994870,-1
112247567,105878180,-1
112247567,105923846,-1
112247567,105922314,-1
3776961,108766065,-1
3776961,105735527,-1
3776961,111959587,-1
3776961,105735137,-1
3776961,105735512,-1
3776961,120889495,-1
3776961,120889461,-1
3776961,110006824,-1
3776961,108542486,-1
3776961,105923198,-1
3776961,108444925,-1
3776961,108463358,-1
3776961,108535610,-1
3776961,108542323,-1
3776961,108635883,-1
3776961,108542341,-1
3776961,108444950,-1
3776961,113186148,-1
3776961,113186148,-1
3776961,109896164,-1
3776961,106086333,-1
3776961,112179764,-1
200675618,105751825,3
200675618,105757021,3
200675618,105751342,3
200675618,105748490,4
200675618,105751342,3
200675618,105748490,4
200675618,105760905,-1
200675618,105751342,3
200675618,105748681,2
200675618,105749125,3
200675618,105756784,3
200675618,105756784,3
200675618,116709408,-1
200675618,106129861,2
200675618,105748220,-1
200675618,105748217,3
200675618,105748226,-1
200675618,107956467,-1
200675618,105748238,-1
200675618,105763335,-1
200675618,106192237,-1
200675618,106192216,-1
200675618,106292556,-1
200675618,106152882,-1
200675618,105748406,3
200675618,105748391,3
200675618,105748490,4
200675618,105752041,3
200675618,105751480,3
200675618,105749284,3
200675618,105750361,3
200675618,105751525,3
200675618,105829506,2
200675618,105748011,3
200675618,105763911,4
200675618,105751342,3
200675618,105751342,3
200675618,105750472,3
200675618,105750472,3
200675618,105751342,3
200675618,105750472,3
200675618,105748367,3
200675618,105973231,2
200675618,105751342,3
200675618,105748391,3
200675618,105751342,3
200675618,105749293,-1
200675618,105749899,-1
200675618,105748708,-1
200675618,105748361,3
200675618,105752041,3
200675618,105750568,3
200675618,105973231,2
200675618,105748367,3
200675618,105750472,3
200675618,105748361,3
200675618,105748142,-1
200675618,105748093,4
200675618,105750106,4
200675618,105748361,3
200675618,105748490,4
200675618,108070739,-1
200675618,108070726,-1
200675618,108070712,-1
200675618,108070696,-1
200675618,105748361,3
200675618,105751657,2
200675618,105751018,2
200675618,105751825,3
200675618,106173018,2
200675618,105757021,3
200675618,105757021,3
200675618,107741865,3
200675618,105751369,3
200675618,105756784,3
200675618,105748361,3
200675618,105750472,3
200675618,105748361,3
200675618,105748361,3
200675618,105750472,3
200675618,105748648,-1
200675618,105750106,4
200675618,105748093,4
200675618,105750013,-1
200675618,105748418,2
200675618,105973231,2
200675618,105748367,3
200675618,105748093,4
200675618,106207839,1
200675618,105973231,2
200675618,105748367,3
200675618,105748418,2
200675618,105764040,1
200675618,105752227,1
200675618,105749821,1
200675618,105764166,2
200675618,105748093,4
200675618,105750520,3
200675618,105756556,2
200675618,105748367,3
200675618,105748093,4
200675618,105957381,1
200675618,108148284,1
200675618,105748358,1
200675618,105748352,2
200675618,105748367,3
200675618,105973231,2
200675618,105748367,3
200675618,105973231,2
200675618,105748102,2
200675618,105748079,1
200675618,105748385,1
200675618,105748367,3
200675618,105973231,2
200675618,105748490,4
200675618,105748352,2
200675618,106159945,2
200675618,105748367,3
200675618,105973231,2
200675618,105973231,2
200675618,105749257,2
200675618,105748099,2
200675618,114369760,-1
200675618,112891269,-1
200675618,105957597,-1
200675618,105957603,3
200675618,105957576,-1
200675618,105857742,4
200675618,105979760,-1
200675618,106728424,-1
200675618,106621437,-1
200675618,105845816,4
200675618,105923959,4
200675618,106170451,-1
200675618,105842814,-1
200675618,105842817,4
200675618,112918696,-1
200675618,105947052,4
200675618,105793864,4
200675618,106600221,4
200675618,105790657,4
200675618,108177373,-1
200675618,106057429,-1
200675618,105958272,-1
200675618,113084349,-1
200675618,106521564,2
200675618,105959460,-1
200675618,105825054,-1
200675618,105979750,-1
200675618,105958263,2
200675618,105794394,-1
200675618,106712349,-1
200675618,106600187,-1
200675618,106600199,3
200675618,106630563,3
200675618,106615908,-1
200675618,105801001,-1
200347415,105747199,-1
200347415,106336612,-1
200347415,118266534,-1
200347415,118266367,-1
200347415,106682764,-1
200347415,112471814,-1
200347415,116563459,-1
200347415,106682865,-1
200347415,106682850,-1
200347415,114262472,-1
200347415,106430532,-1
200347415,120091459,-1
200347415,106312281,4
200347415,105717484,4
200347415,106417374,-1
200347415,106787270,-1
200347415,105717922,4
200347415,105717364,-1
200347415,106720518,-1
200347415,109590225,-1
200347415,109589737,3
200347415,114359044,4
200347415,105717886,-1
200347415,105717445,-1
200347415,105717367,4
200347415,105717448,-1
200347415,105761337,-1
200347415,105761343,-1
200347415,105764919,-1
200347415,105816313,1
200347415,105748502,-1
200347415,105750013,-1
200347415,105752023,4
200347415,105748145,-1
200347415,106029592,-1
200347415,106028524,-1
200347415,105994585,-1
200347415,105996811,-1
200347415,106029313,-1
200347415,106029322,-1
200347415,105747199,-1
200347415,118644544,-1
200347415,105747199,-1
200347415,105748924,-1
200347415,105747336,-1
200347415,105761802,-1
200347415,105763719,-1
200347415,105759243,-1
200347415,106086227,-1
200347415,107949069,-1
200347415,107949055,-1
200347415,107433061,-1
200347415,106682730,-1
200347415,107945505,-1
200347415,105756214,-1
200347415,106006328,-1
200347415,105750187,-1
200347415,105750190,-1
200347415,105751477,-1
200347415,105752023,4
200347415,105750013,-1
200347415,105749302,-1
200347415,105749026,-1
200347415,107856027,-1
200347415,108193179,-1
200347415,108159474,-1
200347415,105757219,-1
200347415,108159474,-1
200347415,105757219,-1
200347415,112067046,-1
200347415,107231754,-1
200347415,105749890,-1
200347415,105748639,-1
200347415,113675537,4
200347415,105826442,-1
200347415,105831845,-1
200347415,106427476,3
200347415,105826993,-1
200347415,106390228,-1
200347415,105979009,-1
200347415,105980883,-1
200347415,106427461,2
200347415,105826434,-1
200347415,106427476,3
200347415,105826993,-1
200347415,106427476,3
200347415,105826993,-1
200347415,105879378,-1
200347415,105816206,-1
200347415,105816262,-1
200347415,105816244,-1
200347415,105816259,-1
200347415,108390449,-1
200347415,112274188,-1
200347415,105979009,-1
200347415,105980883,-1
200347415,106427466,-1
200347415,105792528,3
200347415,105826993,-1
200347415,105826434,-1
200347415,106427476,3
200347415,105816225,-1
200347415,105816219,-1
200347415,106048018,-1
200347415,106048159,-1
200347415,105816160,-1
200347415,105816206,-1
200347415,105814217,3
200347415,106398144,-1
200347415,105804894,-1
200347415,106414219,-1
200347415,105801358,3
200347415,116184082,-1
200347415,116224405,-1
200347415,114165395,-1
200347415,116511336,-1
200347415,116579424,-1
200347415,111705955,-1
200347415,108807038,-1
200347415,108233050,-1
200347415,108706063,-1
200347415,108706067,-1
200347415,108706134,-1
200347415,108706164,-1
200347415,108706057,-1
200347415,108706156,-1
200347415,118233141,-1
200347415,108706281,3
200347415,112527375,-1
200347415,105899454,4
200347415,105895237,-1
200347415,107327385,-1
200347415,105725866,4
200347415,105858146,-1
200347415,105823912,4
200347415,105816299,3
200347415,105816324,4
200347415,105721987,-1
200347415,105722164,-1
200347415,105721615,-1
200347415,105722182,-1
200347415,105721885,-1
200347415,106414219,-1
200347415,105801358,3
200347415,105879378,-1
200347415,107010704,-1
200347415,107010680,-1
200347415,105801345,-1
200347415,106434567,-1
200347415,107987421,-1
200347415,108107152,-1
200347415,106604354,-1
200347415,105830200,-1
200347415,106298586,-1
200347415,106427476,3
200347415,105833505,-1
200347415,105877935,4
200347415,105841118,-1
200347415,105862881,4
200347415,105867008,3
200347415,114252032,-1
200347415,107256605,4
200347415,113313077,4
200347415,105814121,-1
200347415,105804852,4
200347415,105748496,-1
200347415,112009323,-1
200347415,105748490,3
200347415,105749785,3
200347415,105749956,-1
200347415,105759738,1
200347415,105748099,2
200347415,105752023,4
200347415,105758122,3
200347415,107326023,-1
200347415,105983471,3
200347415,105808062,2
200347415,105933822,-1
200347415,105933816,-1
200347415,105863654,-1
200347415,105831749,-1
200347415,105828293,-1
200347415,105831739,-1
200347415,105933834,-1
200347415,105828278,-1
200347415,105827985,-1
200347415,105827971,-1
200347415,105814217,3
200347415,106745928,-1
200347415,105939380,3
200347415,106032060,-1
200347415,105816225,-1
200347415,105825719,-1
200347415,106030657,-1
200347415,105816160,-1
200347415,105816188,-1
200347415,105801358,3
200347415,105979009,-1
200347415,113675537,4
200347415,106064629,2
200347415,105942285,3
200347415,105879378,-1
200347415,105801358,3
200347415,105887977,-1
200347415,105887982,-1
200347415,105805840,-1
200347415,107421605,2
200347415,105799155,4
200347415,107975877,4
200347415,110041898,-1
200347415,106343411,-1
200347415,106683277,-1
200347415,112471814,-1
200347415,112551061,-1
200347415,106398158,-1
200347415,106035000,4
200347415,106064629,2
200347415,106398158,-1
200347415,106398144,-1
200347415,106037833,2
200347415,105814217,3
200347415,106398158,-1
200347415,106398144,-1
200347415,105825308,3
200347415,105793361,4
200347415,106398144,-1
200347415,106398158,-1
200347415,107357886,-1
200347415,105814217,3
200347415,105801358,3
200347415,106035000,4
200347415,111307993,-1
200347415,106852569,-1
200347415,113437466,4
200347415,105869393,4
200347415,105889511,4
200347415,108306762,3
200347415,109411723,-1
200347415,110932874,-1
200347415,107409012,-1
200347415,107845000,-1
200347415,105793361,4
200224733,105747226,-1
200224733,105747333,-1
200224733,105747163,-1
200224733,105747226,-1
200224733,105747538,-1
200224733,106370830,-1
200224733,107153195,-1
200224733,107227969,-1
200224733,105761208,-1
200224733,105761211,-1
200224733,105752890,-1
200224733,113201723,-1
200224733,114948847,-1
200224733,114949604,-1
200224733,114949073,-1
200224733,115155043,-1
200224733,114949932,-1
200224733,105748502,-1
200224733,105748391,-1
200224733,105750106,-1
200224733,106210224,-1
200224733,106210078,-1
200224733,107326023,-1
200224733,113567793,-1
200224733,113567839,-1
200224733,105750940,-1
200224733,105747512,-1
200224733,105923210,-1
200224733,105790722,-1
200224733,105909185,-1
200224733,105747179,-1
200224733,105917311,-1
200224733,105747195,-1
200224733,105747449,-1
200224733,105747179,-1
200224733,105747195,-1
200224733,106076514,-1
200224733,105747388,-1
200224733,118288425,-1
200224733,105747475,-1
200224733,105747434,-1
200224733,120284134,-1
200224733,105747443,-1
200224733,106049146,-1
200224733,105747633,-1
200224733,106014641,-1
200224733,105747437,-1
200224733,105747717,-1
200224733,105747226,-1
200224733,105747207,-1
200224733,105747281,-1
200224733,105747226,-1
200224733,112535700,-1
200224733,105748262,-1
200224733,105752698,-1
200224733,105748361,-1
200224733,105751342,-1
200224733,105760905,-1
200224733,105748361,-1
200224733,105754666,-1
200224733,106350140,-1
200224733,105748406,-1
200224733,105748391,-1
200224733,119348079,-1
200224733,106210224,-1
200224733,106210217,-1
200224733,105760884,-1
200224733,111677574,-1
200224733,111677596,-1
200224733,109843058,-1
200224733,105747721,-1
200224733,105747308,-1
200224733,105747538,-1
200224733,105747232,-1
200224733,105747163,-1
200224733,105755515,-1
200224733,105755554,-1
